session_id,miti_dimension,score,error
MI-MAINEXP-38321948,Partnership,4,0
MI-MAINEXP-68050113,Empathy,4,0
MI-MAINEXP-40155652,Empathy,3,0
MI-MAINEXP-68050113,Cultivating Change Talk,2,0
MI-MAINEXP-38321948,Empathy,4,0
MI-MAINEXP-89874527,Softening Sustain Talk,4,0
MI-MAINEXP-2102010,Softening Sustain Talk,4,0
MI-MAINEXP-18737257,Cultivating Change Talk,2,0
MI-MAINEXP-40197614,Cultivating Change Talk,2,0
MI-MAINEXP-68124262,Cultivating Change Talk,2,0
MI-MAINEXP-89874527,Partnership,4,0
MI-MAINEXP-2102010,Partnership,4,0
MI-MAINEXP-38487210,Cultivating Change Talk,2,0
MI-MAINEXP-18737257,Partnership,4,0
MI-MAINEXP-2102010,Empathy,4,0
MI-MAINEXP-89874527,Empathy,4,0
MI-MAINEXP-18737257,Softening Sustain Talk,4,0
MI-MAINEXP-40197614,Softening Sustain Talk,4,0
MI-MAINEXP-68124262,Softening Sustain Talk,4,0
MI-MAINEXP-40197614,Partnership,3,0
MI-MAINEXP-40197614,Empathy,3,0
MI-MAINEXP-38487210,Softening Sustain Talk,4,0
MI-MAINEXP-18737257,Empathy,4,0
MI-MAINEXP-89935138,Cultivating Change Talk,2,0
MI-MAINEXP-68124262,Partnership,4,0
MI-MAINEXP-21146911,Cultivating Change Talk,2,0
MI-MAINEXP-38487210,Partnership,3,0
MI-MAINEXP-68124262,Empathy,4,0
MI-MAINEXP-38487210,Empathy,4,0
MI-MAINEXP-18844011,Cultivating Change Talk,2,0
MI-MAINEXP-40566714,Cultivating Change Talk,1,0
MI-MAINEXP-68177419,Cultivating Change Talk,2,0
MI-MAINEXP-21146911,Softening Sustain Talk,4,0
MI-MAINEXP-89935138,Softening Sustain Talk,4,0
MI-MAINEXP-89935138,Partnership,4,0
MI-MAINEXP-40566714,Softening Sustain Talk,4,0
MI-MAINEXP-18844011,Softening Sustain Talk,4,0
MI-MAINEXP-21146911,Partnership,4,0
MI-MAINEXP-38585888,Cultivating Change Talk,1,0
MI-MAINEXP-89935138,Empathy,4,0
MI-MAINEXP-40566714,Partnership,4,0
MI-MAINEXP-18844011,Partnership,3,0
MI-MAINEXP-68177419,Softening Sustain Talk,4,0
MI-MAINEXP-68177419,Partnership,3,0
MI-MAINEXP-21146911,Empathy,4,0
MI-MAINEXP-40566714,Empathy,3,0
MI-MAINEXP-18844011,Empathy,4,0
MI-MAINEXP-38585888,Softening Sustain Talk,4,0
MI-MAINEXP-21178860,Cultivating Change Talk,2,0
MI-MAINEXP-90047960,Cultivating Change Talk,2,0
MI-MAINEXP-38585888,Partnership,3,0
MI-MAINEXP-4083823,Cultivating Change Talk,2,0
MI-MAINEXP-68177419,Empathy,3,0
MI-MAINEXP-38585888,Empathy,4,0
MI-MAINEXP-18890216,Cultivating Change Talk,2,0
MI-MAINEXP-21178860,Softening Sustain Talk,4,0
MI-MAINEXP-68205916,Cultivating Change Talk,3,0
MI-MAINEXP-90047960,Partnership,3,0
MI-MAINEXP-90047960,Softening Sustain Talk,4,0
MI-MAINEXP-21178860,Partnership,3,0
MI-MAINEXP-18890216,Softening Sustain Talk,4,0
MI-MAINEXP-38622113,Cultivating Change Talk,4,0
MI-MAINEXP-4083823,Softening Sustain Talk,4,0
MI-MAINEXP-90047960,Empathy,4,0
MI-MAINEXP-68205916,Softening Sustain Talk,4,0
MI-MAINEXP-18890216,Partnership,4,0
MI-MAINEXP-21178860,Empathy,4,0
MI-MAINEXP-38622113,Softening Sustain Talk,3,0
MI-MAINEXP-68205916,Partnership,4,0
MI-MAINEXP-4083823,Partnership,4,0
MI-MAINEXP-90253905,Cultivating Change Talk,2,0
MI-MAINEXP-60168523,Empathy,4,0
MI-MAINEXP-60168523,Partnership,3,0
MI-MAINEXP-63832372,Empathy,4,0
MI-MAINEXP-60276341,Cultivating Change Talk,2,0
MI-MAINEXP-63859288,Cultivating Change Talk,2,0
MI-MAINEXP-63859288,Partnership,4,0
MI-MAINEXP-60276341,Partnership,4,0
MI-MAINEXP-60276341,Empathy,4,0
MI-MAINEXP-63859288,Softening Sustain Talk,4,0
MI-MAINEXP-63859288,Empathy,4,0
MI-MAINEXP-60276341,Softening Sustain Talk,4,0
MI-MAINEXP-60496000,Cultivating Change Talk,2,0
MI-MAINEXP-63953952,Cultivating Change Talk,1,0
MI-MAINEXP-63953952,Empathy,4,0
MI-MAINEXP-60496000,Partnership,4,0
MI-MAINEXP-63953952,Partnership,3,0
MI-MAINEXP-60496000,Softening Sustain Talk,4,0
MI-MAINEXP-60496000,Empathy,4,0
MI-MAINEXP-64038485,Cultivating Change Talk,2,0
MI-MAINEXP-63953952,Softening Sustain Talk,4,0
MI-MAINEXP-60511798,Cultivating Change Talk,2,0
MI-MAINEXP-64038485,Softening Sustain Talk,4,0
MI-MAINEXP-64038485,Partnership,4,0
MI-MAINEXP-60511798,Empathy,4,0
MI-MAINEXP-60511798,Partnership,3,0
MI-MAINEXP-64038485,Empathy,4,0
MI-MAINEXP-60650949,Cultivating Change Talk,2,0
MI-MAINEXP-60511798,Softening Sustain Talk,4,0
MI-MAINEXP-6447570,Cultivating Change Talk,1,0
MI-MAINEXP-6447570,Empathy,4,0
MI-MAINEXP-6447570,Softening Sustain Talk,4,0
MI-MAINEXP-60650949,Partnership,4,0
MI-MAINEXP-60650949,Empathy,4,0
MI-MAINEXP-6447570,Partnership,4,0
MI-MAINEXP-60845532,Cultivating Change Talk,1,0
MI-MAINEXP-64719159,Cultivating Change Talk,2,0
MI-MAINEXP-60650949,Softening Sustain Talk,4,0
MI-MAINEXP-64719159,Partnership,4,0
MI-MAINEXP-64719159,Empathy,4,0
MI-MAINEXP-60845532,Empathy,4,0
MI-MAINEXP-60845532,Partnership,3,0
MI-MAINEXP-60845532,Softening Sustain Talk,4,0
MI-MAINEXP-64719159,Softening Sustain Talk,4,0
MI-MAINEXP-60887491,Cultivating Change Talk,2,0
MI-MAINEXP-64846205,Cultivating Change Talk,2,0
MI-MAINEXP-64846205,Softening Sustain Talk,4,0
MI-MAINEXP-64846205,Partnership,4,0
MI-MAINEXP-60887491,Empathy,4,0
MI-MAINEXP-64846205,Empathy,4,0
MI-MAINEXP-60887491,Partnership,3,0
MI-MAINEXP-61079051,Cultivating Change Talk,1,0
MI-MAINEXP-61079051,Partnership,3,0
MI-MAINEXP-65302585,Partnership,3,0
MI-MAINEXP-65302585,Empathy,4,0
MI-MAINEXP-65302585,Softening Sustain Talk,4,0
MI-MAINEXP-65302585,Cultivating Change Talk,2,0
MI-MAINEXP-61079051,Softening Sustain Talk,4,0
MI-MAINEXP-61079051,Empathy,4,0
MI-MAINEXP-65320044,Cultivating Change Talk,2,0
MI-MAINEXP-61116730,Cultivating Change Talk,2,0
MI-MAINEXP-35437575,Partnership,3,0
MI-MAINEXP-86241758,Softening Sustain Talk,4,0
MI-MAINEXP-65320044,Softening Sustain Talk,3,0
MI-MAINEXP-35437575,Empathy,4,0
MI-MAINEXP-86241758,Partnership,4,0
MI-MAINEXP-86241758,Empathy,4,0
MI-MAINEXP-35888340,Cultivating Change Talk,2,0
MI-MAINEXP-35888340,Partnership,4,0
MI-MAINEXP-35888340,Empathy,4,0
MI-MAINEXP-60887491,Softening Sustain Talk,4,0
MI-MAINEXP-86362405,Softening Sustain Talk,4,0
MI-MAINEXP-86362405,Cultivating Change Talk,2,0
MI-MAINEXP-35892490,Cultivating Change Talk,1,0
MI-MAINEXP-35888340,Softening Sustain Talk,4,0
MI-MAINEXP-86362405,Partnership,4,0
MI-MAINEXP-86362405,Empathy,4,0
MI-MAINEXP-86382154,Cultivating Change Talk,2,0
MI-MAINEXP-35892490,Empathy,3,0
MI-MAINEXP-35892490,Softening Sustain Talk,4,0
MI-MAINEXP-86382154,Softening Sustain Talk,4,0
MI-MAINEXP-86382154,Partnership,2,0
MI-MAINEXP-86382154,Empathy,3,0
MI-MAINEXP-35961689,Cultivating Change Talk,2,0
MI-MAINEXP-35961689,Partnership,4,0
MI-MAINEXP-86423920,Cultivating Change Talk,2,0
MI-MAINEXP-35961689,Empathy,4,0
MI-MAINEXP-35961689,Softening Sustain Talk,4,0
MI-MAINEXP-86423920,Partnership,4,0
MI-MAINEXP-86423920,Softening Sustain Talk,4,0
MI-MAINEXP-36126229,Cultivating Change Talk,2,0
MI-MAINEXP-36126229,Partnership,4,0
MI-MAINEXP-36126229,Empathy,4,0
MI-MAINEXP-36126229,Softening Sustain Talk,4,0
MI-MAINEXP-86579000,Softening Sustain Talk,4,0
MI-MAINEXP-86423920,Empathy,4,0
MI-MAINEXP-86579000,Cultivating Change Talk,2,0
MI-MAINEXP-86579000,Partnership,4,0
MI-MAINEXP-35892490,Partnership,4,0
MI-MAINEXP-36225075,Cultivating Change Talk,2,0
MI-MAINEXP-86728711,Cultivating Change Talk,2,0
MI-MAINEXP-36225075,Softening Sustain Talk,4,0
MI-MAINEXP-36225075,Empathy,4,0
MI-MAINEXP-36225075,Partnership,3,0
MI-MAINEXP-86728711,Softening Sustain Talk,4,0
MI-MAINEXP-86579000,Empathy,4,0
MI-MAINEXP-86728711,Partnership,4,0
MI-MAINEXP-86728711,Empathy,3,0
MI-MAINEXP-36233602,Cultivating Change Talk,2,0
MI-MAINEXP-36233602,Partnership,4,0
MI-MAINEXP-36233602,Softening Sustain Talk,4,0
MI-MAINEXP-86779608,Cultivating Change Talk,1,0
MI-MAINEXP-86779608,Partnership,3,0
MI-MAINEXP-36233602,Empathy,4,0
MI-MAINEXP-86779608,Softening Sustain Talk,4,0
MI-MAINEXP-36531561,Cultivating Change Talk,2,0
MI-MAINEXP-86779608,Empathy,4,0
MI-MAINEXP-86995990,Cultivating Change Talk,2,0
MI-MAINEXP-36531561,Softening Sustain Talk,4,0
MI-MAINEXP-36531561,Partnership,4,0
MI-MAINEXP-36531561,Empathy,4,0
MI-MAINEXP-86995990,Empathy,4,0
MI-MAINEXP-86995990,Partnership,4,0
MI-MAINEXP-86995990,Softening Sustain Talk,4,0
MI-MAINEXP-36547280,Cultivating Change Talk,2,0
MI-MAINEXP-12244452,Partnership,2,0
MI-MAINEXP-15257201,Empathy,1,0
MI-MAINEXP-57232089,Cultivating Change Talk,2,0
MI-MAINEXP-84472905,Cultivating Change Talk,2,0
MI-MAINEXP-33682304,Softening Sustain Talk,4,0
MI-MAINEXP-15422633,Cultivating Change Talk,2,0
MI-MAINEXP-12244452,Empathy,4,0
MI-MAINEXP-81162393,Empathy,4,0
MI-MAINEXP-33682304,Partnership,3,0
MI-MAINEXP-8117809,Cultivating Change Talk,1,0
MI-MAINEXP-57232089,Softening Sustain Talk,4,0
MI-MAINEXP-1234580,Cultivating Change Talk,3,0
MI-MAINEXP-33682304,Empathy,3,0
MI-MAINEXP-15422633,Softening Sustain Talk,4,0
MI-MAINEXP-57232089,Partnership,3,0
MI-MAINEXP-84472905,Partnership,3,0
MI-MAINEXP-15422633,Partnership,2,0
MI-MAINEXP-33908285,Cultivating Change Talk,2,0
MI-MAINEXP-57232089,Empathy,4,0
MI-MAINEXP-8117809,Partnership,3,0
MI-MAINEXP-1234580,Softening Sustain Talk,4,0
MI-MAINEXP-8117809,Softening Sustain Talk,4,0
MI-MAINEXP-84472905,Empathy,3,0
MI-MAINEXP-1234580,Partnership,4,0
MI-MAINEXP-15422633,Empathy,4,0
MI-MAINEXP-5786354,Cultivating Change Talk,2,0
MI-MAINEXP-84574778,Cultivating Change Talk,2,0
MI-MAINEXP-8117809,Empathy,4,0
MI-MAINEXP-33908285,Softening Sustain Talk,4,0
MI-MAINEXP-15629210,Cultivating Change Talk,2,0
MI-MAINEXP-1234580,Empathy,4,0
MI-MAINEXP-81385204,Cultivating Change Talk,2,0
MI-MAINEXP-33908285,Partnership,3,0
MI-MAINEXP-5786354,Softening Sustain Talk,4,0
MI-MAINEXP-12348828,Cultivating Change Talk,2,0
MI-MAINEXP-84574778,Softening Sustain Talk,4,0
MI-MAINEXP-84574778,Partnership,3,0
MI-MAINEXP-33908285,Empathy,4,0
MI-MAINEXP-15629210,Softening Sustain Talk,4,0
MI-MAINEXP-81385204,Softening Sustain Talk,4,0
MI-MAINEXP-5786354,Partnership,4,0
MI-MAINEXP-15629210,Partnership,4,0
MI-MAINEXP-33909864,Cultivating Change Talk,2,0
MI-MAINEXP-12348828,Softening Sustain Talk,4,0
MI-MAINEXP-81385204,Partnership,4,0
MI-MAINEXP-5786354,Empathy,4,0
MI-MAINEXP-84574778,Empathy,3,0
MI-MAINEXP-12348828,Partnership,4,0
MI-MAINEXP-57887017,Cultivating Change Talk,2,0
MI-MAINEXP-15629210,Empathy,4,0
MI-MAINEXP-8463065,Cultivating Change Talk,2,0
MI-MAINEXP-15723171,Cultivating Change Talk,2,0
MI-MAINEXP-33909864,Softening Sustain Talk,4,0
MI-MAINEXP-12348828,Empathy,4,0
MI-MAINEXP-84472905,Softening Sustain Talk,4,0
MI-MAINEXP-81385204,Empathy,3,0
MI-MAINEXP-33909864,Partnership,4,0
MI-MAINEXP-81872917,Cultivating Change Talk,2,0
MI-MAINEXP-33909864,Empathy,4,0
MI-MAINEXP-12648779,Cultivating Change Talk,2,0
MI-MAINEXP-8463065,Softening Sustain Talk,4,0
MI-MAINEXP-57887017,Softening Sustain Talk,4,0
MI-MAINEXP-57887017,Partnership,4,0
MI-MAINEXP-15723171,Softening Sustain Talk,4,0
MI-MAINEXP-8463065,Partnership,4,0
MI-MAINEXP-81872917,Softening Sustain Talk,4,0
MI-MAINEXP-15723171,Partnership,3,0
MI-MAINEXP-12648779,Softening Sustain Talk,4,0
MI-MAINEXP-33966560,Cultivating Change Talk,1,0
MI-MAINEXP-81872917,Partnership,4,0
MI-MAINEXP-57887017,Empathy,4,0
MI-MAINEXP-15723171,Empathy,4,0
MI-MAINEXP-12648779,Partnership,3,0
MI-MAINEXP-8463065,Empathy,4,0
MI-MAINEXP-81872917,Empathy,4,0
MI-MAINEXP-57924616,Cultivating Change Talk,2,0
MI-MAINEXP-84757194,Cultivating Change Talk,2,0
MI-MAINEXP-12648779,Empathy,3,0
MI-MAINEXP-33966560,Partnership,3,0
MI-MAINEXP-33966560,Softening Sustain Talk,4,0
MI-MAINEXP-16058570,Cultivating Change Talk,2,0
MI-MAINEXP-57924616,Softening Sustain Talk,4,0
MI-MAINEXP-12795040,Cultivating Change Talk,1,0
MI-MAINEXP-84757194,Softening Sustain Talk,4,0
MI-MAINEXP-57924616,Partnership,4,0
MI-MAINEXP-33966560,Empathy,3,0
MI-MAINEXP-12795040,Softening Sustain Talk,4,0
MI-MAINEXP-84757194,Partnership,3,0
MI-MAINEXP-16058570,Softening Sustain Talk,3,0
MI-MAINEXP-57924616,Empathy,4,0
MI-MAINEXP-33995966,Cultivating Change Talk,2,0
MI-MAINEXP-81873630,Softening Sustain Talk,4,0
MI-MAINEXP-16058570,Partnership,4,0
MI-MAINEXP-81873630,Partnership,4,0
MI-MAINEXP-12795040,Partnership,3,0
MI-MAINEXP-16058570,Empathy,4,0
MI-MAINEXP-84757194,Empathy,3,0
MI-MAINEXP-57983402,Cultivating Change Talk,2,0
MI-MAINEXP-81873630,Empathy,4,0
MI-MAINEXP-33995966,Softening Sustain Talk,4,0
MI-MAINEXP-81873630,Cultivating Change Talk,2,0
MI-MAINEXP-84847086,Cultivating Change Talk,2,0
MI-MAINEXP-12795040,Empathy,4,0
MI-MAINEXP-1611529,Cultivating Change Talk,2,0
MI-MAINEXP-33995966,Partnership,3,0
MI-MAINEXP-57983402,Softening Sustain Talk,3,0
MI-MAINEXP-81964025,Cultivating Change Talk,2,0
MI-MAINEXP-13082084,Cultivating Change Talk,1,0
MI-MAINEXP-33995966,Empathy,4,0
MI-MAINEXP-1611529,Softening Sustain Talk,4,0
MI-MAINEXP-57983402,Partnership,3,0
MI-MAINEXP-84847086,Softening Sustain Talk,4,0
MI-MAINEXP-84847086,Partnership,4,0
MI-MAINEXP-1611529,Partnership,4,0
MI-MAINEXP-81964025,Softening Sustain Talk,4,0
MI-MAINEXP-34005037,Cultivating Change Talk,2,0
MI-MAINEXP-57983402,Empathy,3,0
MI-MAINEXP-13082084,Softening Sustain Talk,4,0
MI-MAINEXP-81964025,Partnership,3,0
MI-MAINEXP-84847086,Empathy,4,0
MI-MAINEXP-13082084,Partnership,4,0
MI-MAINEXP-1611529,Empathy,3,0
MI-MAINEXP-81964025,Empathy,4,0
MI-MAINEXP-58097275,Cultivating Change Talk,2,0
MI-MAINEXP-13082084,Empathy,4,0
MI-MAINEXP-34005037,Partnership,4,0
MI-MAINEXP-16201229,Cultivating Change Talk,2,0
MI-MAINEXP-84990749,Cultivating Change Talk,4,0
MI-MAINEXP-34005037,Softening Sustain Talk,4,0
MI-MAINEXP-82225794,Cultivating Change Talk,2,0
MI-MAINEXP-84990749,Softening Sustain Talk,4,0
MI-MAINEXP-58097275,Softening Sustain Talk,4,0
MI-MAINEXP-13112641,Cultivating Change Talk,2,0
MI-MAINEXP-58097275,Partnership,4,0
MI-MAINEXP-34005037,Empathy,4,0
MI-MAINEXP-84990749,Partnership,4,0
MI-MAINEXP-16201229,Softening Sustain Talk,4,0
MI-MAINEXP-34053141,Cultivating Change Talk,1,0
MI-MAINEXP-82225794,Softening Sustain Talk,4,0
MI-MAINEXP-16201229,Partnership,4,0
MI-MAINEXP-58097275,Empathy,4,0
MI-MAINEXP-82225794,Partnership,4,0
MI-MAINEXP-13112641,Partnership,4,0
MI-MAINEXP-16201229,Empathy,4,0
MI-MAINEXP-84990749,Empathy,4,0
MI-MAINEXP-34053141,Softening Sustain Talk,4,0
MI-MAINEXP-82225794,Empathy,4,0
MI-MAINEXP-58231127,Cultivating Change Talk,1,0
MI-MAINEXP-13112641,Empathy,4,0
MI-MAINEXP-85062423,Cultivating Change Talk,2,0
MI-MAINEXP-1627813,Cultivating Change Talk,2,0
MI-MAINEXP-34053141,Partnership,4,0
MI-MAINEXP-58231127,Softening Sustain Talk,4,0
MI-MAINEXP-82582211,Cultivating Change Talk,2,0
MI-MAINEXP-13182357,Cultivating Change Talk,2,0
MI-MAINEXP-13112641,Softening Sustain Talk,4,0
MI-MAINEXP-1627813,Softening Sustain Talk,4,0
MI-MAINEXP-58231127,Partnership,4,0
MI-MAINEXP-85062423,Softening Sustain Talk,4,0
MI-MAINEXP-34053141,Empathy,1,0
MI-MAINEXP-85062423,Partnership,3,0
MI-MAINEXP-58231127,Empathy,3,0
MI-MAINEXP-1627813,Partnership,3,0
MI-MAINEXP-34194249,Cultivating Change Talk,2,0
MI-MAINEXP-85062423,Empathy,4,0
MI-MAINEXP-82582211,Partnership,3,0
MI-MAINEXP-82582211,Softening Sustain Talk,4,0
MI-MAINEXP-13182357,Partnership,3,0
MI-MAINEXP-1627813,Empathy,3,0
MI-MAINEXP-13182357,Softening Sustain Talk,4,0
MI-MAINEXP-82582211,Empathy,3,0
MI-MAINEXP-58315039,Cultivating Change Talk,2,0
MI-MAINEXP-85150321,Cultivating Change Talk,1,0
MI-MAINEXP-34194249,Softening Sustain Talk,4,0
MI-MAINEXP-16362106,Cultivating Change Talk,2,0
MI-MAINEXP-34194249,Partnership,4,0
MI-MAINEXP-13182357,Empathy,4,0
MI-MAINEXP-82597217,Cultivating Change Talk,2,0
MI-MAINEXP-58315039,Softening Sustain Talk,4,0
MI-MAINEXP-16362106,Softening Sustain Talk,4,0
MI-MAINEXP-13195233,Cultivating Change Talk,2,0
MI-MAINEXP-85150321,Softening Sustain Talk,4,0
MI-MAINEXP-34194249,Empathy,3,0
MI-MAINEXP-58315039,Partnership,4,0
MI-MAINEXP-31444737,Cultivating Change Talk,2,0
MI-MAINEXP-52952809,Empathy,3,0
MI-MAINEXP-7723050,Partnership,3,0
MI-MAINEXP-53002581,Cultivating Change Talk,1,0
MI-MAINEXP-82597217,Softening Sustain Talk,4,0
MI-MAINEXP-85150321,Partnership,4,0
MI-MAINEXP-7723050,Empathy,4,0
MI-MAINEXP-31444737,Softening Sustain Talk,4,0
MI-MAINEXP-31444737,Partnership,3,0
MI-MAINEXP-53002581,Softening Sustain Talk,4,0
MI-MAINEXP-31444737,Empathy,4,0
MI-MAINEXP-53002581,Empathy,4,0
MI-MAINEXP-77266176,Cultivating Change Talk,2,0
MI-MAINEXP-77266176,Softening Sustain Talk,4,0
MI-MAINEXP-31552923,Cultivating Change Talk,2,0
MI-MAINEXP-53002581,Partnership,4,0
MI-MAINEXP-77266176,Partnership,4,0
MI-MAINEXP-53865500,Cultivating Change Talk,2,0
MI-MAINEXP-77266176,Empathy,4,0
MI-MAINEXP-31552923,Partnership,4,0
MI-MAINEXP-31552923,Empathy,4,0
MI-MAINEXP-53865500,Partnership,3,0
MI-MAINEXP-77456304,Cultivating Change Talk,2,0
MI-MAINEXP-53865500,Softening Sustain Talk,4,0
MI-MAINEXP-31552923,Softening Sustain Talk,4,0
MI-MAINEXP-53865500,Empathy,3,0
MI-MAINEXP-77456304,Partnership,3,0
MI-MAINEXP-31649653,Partnership,3,0
MI-MAINEXP-31649653,Cultivating Change Talk,2,0
MI-MAINEXP-77456304,Softening Sustain Talk,4,0
MI-MAINEXP-53873110,Cultivating Change Talk,2,0
MI-MAINEXP-31649653,Softening Sustain Talk,4,0
MI-MAINEXP-7750069,Cultivating Change Talk,2,0
MI-MAINEXP-53873110,Softening Sustain Talk,4,0
MI-MAINEXP-77456304,Empathy,4,0
MI-MAINEXP-53873110,Partnership,4,0
MI-MAINEXP-53873110,Empathy,3,0
MI-MAINEXP-31649653,Empathy,4,0
MI-MAINEXP-31651258,Cultivating Change Talk,2,0
MI-MAINEXP-7750069,Softening Sustain Talk,4,0
MI-MAINEXP-7750069,Empathy,4,0
MI-MAINEXP-31651258,Softening Sustain Talk,4,0
MI-MAINEXP-53875271,Cultivating Change Talk,2,0
MI-MAINEXP-7750069,Partnership,4,0
MI-MAINEXP-31651258,Partnership,4,0
MI-MAINEXP-77971583,Cultivating Change Talk,1,0
MI-MAINEXP-53875271,Softening Sustain Talk,4,0
MI-MAINEXP-31651258,Empathy,3,0
MI-MAINEXP-53875271,Partnership,-999,"Expecting ',' delimiter: line 1 column 280 (char 279)"
MI-MAINEXP-53875271,Empathy,4,0
MI-MAINEXP-31677543,Cultivating Change Talk,2,0
MI-MAINEXP-77971583,Softening Sustain Talk,4,0
MI-MAINEXP-77971583,Partnership,4,0
MI-MAINEXP-77971583,Empathy,3,0
MI-MAINEXP-54044905,Cultivating Change Talk,2,0
MI-MAINEXP-31677543,Partnership,4,0
MI-MAINEXP-31677543,Softening Sustain Talk,4,0
MI-MAINEXP-31677543,Empathy,4,0
MI-MAINEXP-78045359,Cultivating Change Talk,2,0
MI-MAINEXP-54044905,Softening Sustain Talk,4,0
MI-MAINEXP-54044905,Partnership,4,0
MI-MAINEXP-54044905,Empathy,4,0
MI-MAINEXP-78045359,Partnership,4,0
MI-MAINEXP-78045359,Empathy,3,0
MI-MAINEXP-31711807,Cultivating Change Talk,2,0
MI-MAINEXP-54158966,Cultivating Change Talk,2,0
MI-MAINEXP-31711807,Softening Sustain Talk,4,0
MI-MAINEXP-78045359,Softening Sustain Talk,4,0
MI-MAINEXP-78306739,Cultivating Change Talk,2,0
MI-MAINEXP-31711807,Partnership,3,0
MI-MAINEXP-31711807,Empathy,4,0
MI-MAINEXP-54158966,Partnership,3,0
MI-MAINEXP-31809722,Cultivating Change Talk,2,0
MI-MAINEXP-54158966,Softening Sustain Talk,4,0
MI-MAINEXP-54158966,Empathy,3,0
MI-MAINEXP-78306739,Partnership,4,0
MI-MAINEXP-78306739,Empathy,4,0
MI-MAINEXP-78306739,Softening Sustain Talk,4,0
MI-MAINEXP-5429778,Cultivating Change Talk,2,0
MI-MAINEXP-31809722,Softening Sustain Talk,4,0
MI-MAINEXP-31809722,Partnership,4,0
MI-MAINEXP-31809722,Empathy,4,0
MI-MAINEXP-5429778,Partnership,3,0
MI-MAINEXP-78380712,Cultivating Change Talk,2,0
MI-MAINEXP-5429778,Softening Sustain Talk,4,0
MI-MAINEXP-78380712,Partnership,3,0
MI-MAINEXP-3211511,Cultivating Change Talk,2,0
MI-MAINEXP-78380712,Softening Sustain Talk,4,0
MI-MAINEXP-5429778,Empathy,3,0
MI-MAINEXP-5450507,Cultivating Change Talk,1,0
MI-MAINEXP-3211511,Softening Sustain Talk,4,0
MI-MAINEXP-78380712,Empathy,4,0
MI-MAINEXP-3211511,Partnership,4,0
MI-MAINEXP-2605799,Partnership,4,0
MI-MAINEXP-78436121,Cultivating Change Talk,2,0
MI-MAINEXP-5450507,Softening Sustain Talk,4,0
MI-MAINEXP-28995280,Empathy,4,0
MI-MAINEXP-5030831,Partnership,4,0
MI-MAINEXP-2605799,Empathy,4,0
MI-MAINEXP-5030831,Empathy,3,0
MI-MAINEXP-29111480,Cultivating Change Talk,1,0
MI-MAINEXP-99027880,Cultivating Change Talk,2,0
MI-MAINEXP-26079391,Cultivating Change Talk,2,0
MI-MAINEXP-50471892,Cultivating Change Talk,2,0
MI-MAINEXP-99027880,Partnership,4,0
MI-MAINEXP-99027880,Softening Sustain Talk,4,0
MI-MAINEXP-29111480,Softening Sustain Talk,4,0
MI-MAINEXP-29111480,Partnership,3,0
MI-MAINEXP-99027880,Empathy,4,0
MI-MAINEXP-26079391,Partnership,3,0
MI-MAINEXP-26079391,Softening Sustain Talk,4,0
MI-MAINEXP-29111480,Empathy,4,0
MI-MAINEXP-99123195,Cultivating Change Talk,1,0
MI-MAINEXP-50471892,Partnership,4,0
MI-MAINEXP-26079391,Empathy,4,0
MI-MAINEXP-50471892,Softening Sustain Talk,4,0
MI-MAINEXP-29306942,Cultivating Change Talk,2,0
MI-MAINEXP-99123195,Softening Sustain Talk,4,0
MI-MAINEXP-50472665,Cultivating Change Talk,2,0
MI-MAINEXP-29306942,Softening Sustain Talk,4,0
MI-MAINEXP-99123195,Partnership,4,0
MI-MAINEXP-29306942,Partnership,3,0
MI-MAINEXP-2628620,Cultivating Change Talk,3,0
MI-MAINEXP-99123195,Empathy,2,0
MI-MAINEXP-50471892,Empathy,3,0
MI-MAINEXP-2628620,Softening Sustain Talk,4,0
MI-MAINEXP-29306942,Empathy,4,0
MI-MAINEXP-50472665,Softening Sustain Talk,4,0
MI-MAINEXP-2628620,Partnership,3,0
MI-MAINEXP-50472665,Partnership,4,0
MI-MAINEXP-99157139,Cultivating Change Talk,2,0
MI-MAINEXP-2628620,Empathy,3,0
MI-MAINEXP-50472665,Empathy,4,0
MI-MAINEXP-29339362,Cultivating Change Talk,2,0
MI-MAINEXP-26296639,Cultivating Change Talk,2,0
MI-MAINEXP-29339362,Softening Sustain Talk,4,0
MI-MAINEXP-50477924,Cultivating Change Talk,2,0
MI-MAINEXP-99157139,Softening Sustain Talk,4,0
MI-MAINEXP-29339362,Partnership,2,0
MI-MAINEXP-26296639,Softening Sustain Talk,4,0
MI-MAINEXP-99157139,Partnership,4,0
MI-MAINEXP-29339362,Empathy,4,0
MI-MAINEXP-99157139,Empathy,4,0
MI-MAINEXP-26296639,Partnership,3,0
MI-MAINEXP-50477924,Partnership,4,0
MI-MAINEXP-99232563,Cultivating Change Talk,2,0
MI-MAINEXP-26296639,Empathy,3,0
MI-MAINEXP-50477924,Softening Sustain Talk,4,0
MI-MAINEXP-29346706,Cultivating Change Talk,3,0
MI-MAINEXP-50477924,Empathy,4,0
MI-MAINEXP-26407166,Cultivating Change Talk,2,0
MI-MAINEXP-50600664,Cultivating Change Talk,1,0
MI-MAINEXP-29346706,Softening Sustain Talk,4,0
MI-MAINEXP-99232563,Softening Sustain Talk,4,0
MI-MAINEXP-99232563,Partnership,4,0
MI-MAINEXP-26407166,Softening Sustain Talk,4,0
MI-MAINEXP-29346706,Partnership,4,0
