topic_id,user_id_raw,T,treatment,topic_label
-1,24161231,1,Change Talk,Struggling to Regulate Social Media Use
-1,24161231,1,Change Talk,Struggling to Regulate Social Media Use
3,24161231,1,Change Talk,Confidence in Changing Social Media Use
-1,24161231,1,Change Talk,Struggling to Regulate Social Media Use
2,24161231,1,Change Talk,Social Media Impact on Energy and Productivity
6,24161231,1,Change Talk,Challenges in Changing Social Media Habits
-1,24161231,1,Change Talk,Struggling to Regulate Social Media Use
0,24161231,1,Change Talk,Balancing Connection and Social Media Use
0,24161231,1,Change Talk,Balancing Connection and Social Media Use
-1,90004191,3,Direct persuasion,Struggling to Regulate Social Media Use
4,90004191,3,Direct persuasion,Improving Focus and Productivity
-1,90004191,3,Direct persuasion,Struggling to Regulate Social Media Use
0,90004191,3,Direct persuasion,Balancing Connection and Social Media Use
0,90004191,3,Direct persuasion,Balancing Connection and Social Media Use
18,90004191,3,Direct persuasion,Expressions of Uncertainty and Clarification
7,90004191,3,Direct persuasion,Unproductive and Prolonged Scrolling
5,90004191,3,Direct persuasion,Daily Timing of Social Media Use
-1,90004191,3,Direct persuasion,Struggling to Regulate Social Media Use
-1,90004191,3,Direct persuasion,Struggling to Regulate Social Media Use
2,90004191,3,Direct persuasion,Social Media Impact on Energy and Productivity
8,90004191,3,Direct persuasion,Self-Confidence in Behavior Change
0,77981987,1,Change Talk,Balancing Connection and Social Media Use
-1,77981987,1,Change Talk,Struggling to Regulate Social Media Use
-1,77981987,1,Change Talk,Struggling to Regulate Social Media Use
-1,77981987,1,Change Talk,Struggling to Regulate Social Media Use
0,77981987,1,Change Talk,Balancing Connection and Social Media Use
-1,77981987,1,Change Talk,Struggling to Regulate Social Media Use
-1,77981987,1,Change Talk,Struggling to Regulate Social Media Use
0,77981987,1,Change Talk,Balancing Connection and Social Media Use
1,77981987,1,Change Talk,Physical Strategies to Limit Phone Use
-1,77981987,1,Change Talk,Struggling to Regulate Social Media Use
0,77981987,1,Change Talk,Balancing Connection and Social Media Use
-1,77981987,1,Change Talk,Struggling to Regulate Social Media Use
-1,77981987,1,Change Talk,Struggling to Regulate Social Media Use
-1,91254079,1,Change Talk,Struggling to Regulate Social Media Use
0,91254079,1,Change Talk,Balancing Connection and Social Media Use
11,91254079,1,Change Talk,Negative Content and Ad Intrusion
0,91254079,1,Change Talk,Balancing Connection and Social Media Use
4,91254079,1,Change Talk,Improving Focus and Productivity
-1,91254079,1,Change Talk,Struggling to Regulate Social Media Use
3,91254079,1,Change Talk,Confidence in Changing Social Media Use
3,91254079,1,Change Talk,Confidence in Changing Social Media Use
0,91254079,1,Change Talk,Balancing Connection and Social Media Use
3,91254079,1,Change Talk,Confidence in Changing Social Media Use
3,91254079,1,Change Talk,Confidence in Changing Social Media Use
-1,91254079,1,Change Talk,Struggling to Regulate Social Media Use
-1,91254079,1,Change Talk,Struggling to Regulate Social Media Use
-1,91254079,1,Change Talk,Struggling to Regulate Social Media Use
4,91254079,1,Change Talk,Improving Focus and Productivity
0,91254079,1,Change Talk,Balancing Connection and Social Media Use
-1,12594213,3,Direct persuasion,Struggling to Regulate Social Media Use
5,12594213,3,Direct persuasion,Daily Timing of Social Media Use
0,12594213,3,Direct persuasion,Balancing Connection and Social Media Use
-1,12594213,3,Direct persuasion,Struggling to Regulate Social Media Use
0,12594213,3,Direct persuasion,Balancing Connection and Social Media Use
-1,12594213,3,Direct persuasion,Struggling to Regulate Social Media Use
-1,12594213,3,Direct persuasion,Struggling to Regulate Social Media Use
1,12594213,3,Direct persuasion,Physical Strategies to Limit Phone Use
13,12594213,3,Direct persuasion,Managing YouTube Viewing Time
7,12594213,3,Direct persuasion,Unproductive and Prolonged Scrolling
1,12594213,3,Direct persuasion,Physical Strategies to Limit Phone Use
-1,12594213,3,Direct persuasion,Struggling to Regulate Social Media Use
7,92479012,1,Change Talk,Unproductive and Prolonged Scrolling
-1,92479012,1,Change Talk,Struggling to Regulate Social Media Use
5,92479012,1,Change Talk,Daily Timing of Social Media Use
0,92479012,1,Change Talk,Balancing Connection and Social Media Use
-1,92479012,1,Change Talk,Struggling to Regulate Social Media Use
15,92479012,1,Change Talk,Gradual Reduction of Social Media Use
4,92479012,1,Change Talk,Improving Focus and Productivity
0,47775132,2,Ambivalence,Balancing Connection and Social Media Use
-1,47775132,2,Ambivalence,Struggling to Regulate Social Media Use
0,47775132,2,Ambivalence,Balancing Connection and Social Media Use
-1,47775132,2,Ambivalence,Struggling to Regulate Social Media Use
-1,47775132,2,Ambivalence,Struggling to Regulate Social Media Use
7,47775132,2,Ambivalence,Unproductive and Prolonged Scrolling
16,47775132,2,Ambivalence,Agreement with Summary Statements
3,47775132,2,Ambivalence,Confidence in Changing Social Media Use
0,41333731,2,Ambivalence,Balancing Connection and Social Media Use
0,41333731,2,Ambivalence,Balancing Connection and Social Media Use
-1,41333731,2,Ambivalence,Struggling to Regulate Social Media Use
0,41333731,2,Ambivalence,Balancing Connection and Social Media Use
5,41333731,2,Ambivalence,Daily Timing of Social Media Use
-1,41333731,2,Ambivalence,Struggling to Regulate Social Media Use
2,41333731,2,Ambivalence,Social Media Impact on Energy and Productivity
0,41333731,2,Ambivalence,Balancing Connection and Social Media Use
-1,41333731,2,Ambivalence,Struggling to Regulate Social Media Use
0,41333731,2,Ambivalence,Balancing Connection and Social Media Use
6,41333731,2,Ambivalence,Challenges in Changing Social Media Habits
9,41333731,2,Ambivalence,Challenges in Sustaining Personal Change
-1,41333731,2,Ambivalence,Struggling to Regulate Social Media Use
-1,41333731,2,Ambivalence,Struggling to Regulate Social Media Use
-1,41333731,2,Ambivalence,Struggling to Regulate Social Media Use
-1,34483131,3,Direct persuasion,Struggling to Regulate Social Media Use
5,34483131,3,Direct persuasion,Daily Timing of Social Media Use
0,34483131,3,Direct persuasion,Balancing Connection and Social Media Use
2,34483131,3,Direct persuasion,Social Media Impact on Energy and Productivity
17,34483131,3,Direct persuasion,No Specific Thoughts or Ideas
-1,34483131,3,Direct persuasion,Struggling to Regulate Social Media Use
3,34483131,3,Direct persuasion,Confidence in Changing Social Media Use
-1,34483131,3,Direct persuasion,Struggling to Regulate Social Media Use
-1,34483131,3,Direct persuasion,Struggling to Regulate Social Media Use
1,34483131,3,Direct persuasion,Physical Strategies to Limit Phone Use
-1,34483131,3,Direct persuasion,Struggling to Regulate Social Media Use
1,34483131,3,Direct persuasion,Physical Strategies to Limit Phone Use
24,34483131,3,Direct persuasion,Use of App Blockers for Control
20,78153051,1,Change Talk,Perceived Excessive Social Media Use
2,78153051,1,Change Talk,Social Media Impact on Energy and Productivity
5,78153051,1,Change Talk,Daily Timing of Social Media Use
-1,78153051,1,Change Talk,Struggling to Regulate Social Media Use
-1,78153051,1,Change Talk,Struggling to Regulate Social Media Use
0,69347922,1,Change Talk,Balancing Connection and Social Media Use
-1,69347922,1,Change Talk,Struggling to Regulate Social Media Use
5,69347922,1,Change Talk,Daily Timing of Social Media Use
-1,69347922,1,Change Talk,Struggling to Regulate Social Media Use
-1,69347922,1,Change Talk,Struggling to Regulate Social Media Use
12,69347922,1,Change Talk,Explicit Confirmation of Accuracy
2,69347922,1,Change Talk,Social Media Impact on Energy and Productivity
4,69347922,1,Change Talk,Improving Focus and Productivity
3,69347922,1,Change Talk,Confidence in Changing Social Media Use
6,69347922,1,Change Talk,Challenges in Changing Social Media Habits
-1,69347922,1,Change Talk,Struggling to Regulate Social Media Use
-1,69347922,1,Change Talk,Struggling to Regulate Social Media Use
5,69347922,1,Change Talk,Daily Timing of Social Media Use
6,69347922,1,Change Talk,Challenges in Changing Social Media Habits
-1,99903037,2,Ambivalence,Struggling to Regulate Social Media Use
0,99903037,2,Ambivalence,Balancing Connection and Social Media Use
10,99903037,2,Ambivalence,App and Notification Use Management
0,99903037,2,Ambivalence,Balancing Connection and Social Media Use
-1,99903037,2,Ambivalence,Struggling to Regulate Social Media Use
2,99903037,2,Ambivalence,Social Media Impact on Energy and Productivity
-1,99903037,2,Ambivalence,Struggling to Regulate Social Media Use
1,96357707,3,Direct persuasion,Physical Strategies to Limit Phone Use
5,96357707,3,Direct persuasion,Daily Timing of Social Media Use
-1,96357707,3,Direct persuasion,Struggling to Regulate Social Media Use
2,96357707,3,Direct persuasion,Social Media Impact on Energy and Productivity
0,96357707,3,Direct persuasion,Balancing Connection and Social Media Use
-1,96357707,3,Direct persuasion,Struggling to Regulate Social Media Use
3,96357707,3,Direct persuasion,Confidence in Changing Social Media Use
-1,96357707,3,Direct persuasion,Struggling to Regulate Social Media Use
6,96357707,3,Direct persuasion,Challenges in Changing Social Media Habits
-1,96357707,3,Direct persuasion,Struggling to Regulate Social Media Use
-1,96357707,3,Direct persuasion,Struggling to Regulate Social Media Use
3,96357707,3,Direct persuasion,Confidence in Changing Social Media Use
-1,96357707,3,Direct persuasion,Struggling to Regulate Social Media Use
24,96357707,3,Direct persuasion,Use of App Blockers for Control
0,33349448,1,Change Talk,Balancing Connection and Social Media Use
0,33349448,1,Change Talk,Balancing Connection and Social Media Use
-1,33349448,1,Change Talk,Struggling to Regulate Social Media Use
-1,33349448,1,Change Talk,Struggling to Regulate Social Media Use
-1,33349448,1,Change Talk,Struggling to Regulate Social Media Use
-1,33349448,1,Change Talk,Struggling to Regulate Social Media Use
11,33349448,1,Change Talk,Negative Content and Ad Intrusion
4,33349448,1,Change Talk,Improving Focus and Productivity
3,33349448,1,Change Talk,Confidence in Changing Social Media Use
0,33349448,1,Change Talk,Balancing Connection and Social Media Use
-1,33349448,1,Change Talk,Struggling to Regulate Social Media Use
1,33349448,1,Change Talk,Physical Strategies to Limit Phone Use
5,33349448,1,Change Talk,Daily Timing of Social Media Use
-1,33349448,1,Change Talk,Struggling to Regulate Social Media Use
2,92497927,2,Ambivalence,Social Media Impact on Energy and Productivity
-1,92497927,2,Ambivalence,Struggling to Regulate Social Media Use
0,92497927,2,Ambivalence,Balancing Connection and Social Media Use
-1,92497927,2,Ambivalence,Struggling to Regulate Social Media Use
5,92497927,2,Ambivalence,Daily Timing of Social Media Use
-1,92497927,2,Ambivalence,Struggling to Regulate Social Media Use
12,92497927,2,Ambivalence,Explicit Confirmation of Accuracy
1,92497927,2,Ambivalence,Physical Strategies to Limit Phone Use
3,92497927,2,Ambivalence,Confidence in Changing Social Media Use
7,92497927,2,Ambivalence,Unproductive and Prolonged Scrolling
-1,92497927,2,Ambivalence,Struggling to Regulate Social Media Use
0,92497927,2,Ambivalence,Balancing Connection and Social Media Use
-1,92497927,2,Ambivalence,Struggling to Regulate Social Media Use
7,92497927,2,Ambivalence,Unproductive and Prolonged Scrolling
5,92497927,2,Ambivalence,Daily Timing of Social Media Use
-1,92497927,2,Ambivalence,Struggling to Regulate Social Media Use
0,7063203,1,Change Talk,Balancing Connection and Social Media Use
-1,7063203,1,Change Talk,Struggling to Regulate Social Media Use
5,7063203,1,Change Talk,Daily Timing of Social Media Use
6,7063203,1,Change Talk,Challenges in Changing Social Media Habits
4,7063203,1,Change Talk,Improving Focus and Productivity
6,7063203,1,Change Talk,Challenges in Changing Social Media Habits
-1,7063203,1,Change Talk,Struggling to Regulate Social Media Use
-1,7063203,1,Change Talk,Struggling to Regulate Social Media Use
-1,7063203,1,Change Talk,Struggling to Regulate Social Media Use
9,7063203,1,Change Talk,Challenges in Sustaining Personal Change
5,7063203,1,Change Talk,Daily Timing of Social Media Use
-1,7063203,1,Change Talk,Struggling to Regulate Social Media Use
1,7063203,1,Change Talk,Physical Strategies to Limit Phone Use
-1,37488683,3,Direct persuasion,Struggling to Regulate Social Media Use
5,37488683,3,Direct persuasion,Daily Timing of Social Media Use
-1,37488683,3,Direct persuasion,Struggling to Regulate Social Media Use
2,37488683,3,Direct persuasion,Social Media Impact on Energy and Productivity
0,37488683,3,Direct persuasion,Balancing Connection and Social Media Use
4,37488683,3,Direct persuasion,Improving Focus and Productivity
3,37488683,3,Direct persuasion,Confidence in Changing Social Media Use
1,37488683,3,Direct persuasion,Physical Strategies to Limit Phone Use
-1,37488683,3,Direct persuasion,Struggling to Regulate Social Media Use
1,37488683,3,Direct persuasion,Physical Strategies to Limit Phone Use
3,37488683,3,Direct persuasion,Confidence in Changing Social Media Use
-1,37488683,3,Direct persuasion,Struggling to Regulate Social Media Use
22,37488683,3,Direct persuasion,Setting Limits on Phone Use
-1,9425988,3,Direct persuasion,Struggling to Regulate Social Media Use
-1,9425988,3,Direct persuasion,Struggling to Regulate Social Media Use
-1,9425988,3,Direct persuasion,Struggling to Regulate Social Media Use
2,9425988,3,Direct persuasion,Social Media Impact on Energy and Productivity
13,9425988,3,Direct persuasion,Managing YouTube Viewing Time
-1,9425988,3,Direct persuasion,Struggling to Regulate Social Media Use
1,9425988,3,Direct persuasion,Physical Strategies to Limit Phone Use
-1,9425988,3,Direct persuasion,Struggling to Regulate Social Media Use
5,9425988,3,Direct persuasion,Daily Timing of Social Media Use
4,9425988,3,Direct persuasion,Improving Focus and Productivity
-1,9425988,3,Direct persuasion,Struggling to Regulate Social Media Use
4,9425988,3,Direct persuasion,Improving Focus and Productivity
0,77081871,1,Change Talk,Balancing Connection and Social Media Use
1,77081871,1,Change Talk,Physical Strategies to Limit Phone Use
5,77081871,1,Change Talk,Daily Timing of Social Media Use
18,77081871,1,Change Talk,Expressions of Uncertainty and Clarification
4,77081871,1,Change Talk,Improving Focus and Productivity
3,77081871,1,Change Talk,Confidence in Changing Social Media Use
6,77081871,1,Change Talk,Challenges in Changing Social Media Habits
-1,77081871,1,Change Talk,Struggling to Regulate Social Media Use
6,77081871,1,Change Talk,Challenges in Changing Social Media Habits
1,77081871,1,Change Talk,Physical Strategies to Limit Phone Use
9,77081871,1,Change Talk,Challenges in Sustaining Personal Change
1,77081871,1,Change Talk,Physical Strategies to Limit Phone Use
-1,77081871,1,Change Talk,Struggling to Regulate Social Media Use
6,77081871,1,Change Talk,Challenges in Changing Social Media Habits
7,76684834,1,Change Talk,Unproductive and Prolonged Scrolling
7,76684834,1,Change Talk,Unproductive and Prolonged Scrolling
-1,76684834,1,Change Talk,Struggling to Regulate Social Media Use
7,76684834,1,Change Talk,Unproductive and Prolonged Scrolling
-1,76684834,1,Change Talk,Struggling to Regulate Social Media Use
27,76684834,1,Change Talk,Affirmations and Confirmations
0,76684834,1,Change Talk,Balancing Connection and Social Media Use
4,76684834,1,Change Talk,Improving Focus and Productivity
8,76684834,1,Change Talk,Self-Confidence in Behavior Change
-1,61738618,2,Ambivalence,Struggling to Regulate Social Media Use
0,61738618,2,Ambivalence,Balancing Connection and Social Media Use
0,61738618,2,Ambivalence,Balancing Connection and Social Media Use
-1,61738618,2,Ambivalence,Struggling to Regulate Social Media Use
5,61738618,2,Ambivalence,Daily Timing of Social Media Use
0,61738618,2,Ambivalence,Balancing Connection and Social Media Use
1,61738618,2,Ambivalence,Physical Strategies to Limit Phone Use
0,61738618,2,Ambivalence,Balancing Connection and Social Media Use
14,61738618,2,Ambivalence,Affirming Importance and Priority
0,61738618,2,Ambivalence,Balancing Connection and Social Media Use
8,61738618,2,Ambivalence,Self-Confidence in Behavior Change
8,61738618,2,Ambivalence,Self-Confidence in Behavior Change
-1,61738618,2,Ambivalence,Struggling to Regulate Social Media Use
-1,61738618,2,Ambivalence,Struggling to Regulate Social Media Use
-1,61738618,2,Ambivalence,Struggling to Regulate Social Media Use
2,61738618,2,Ambivalence,Social Media Impact on Energy and Productivity
0,45628866,3,Direct persuasion,Balancing Connection and Social Media Use
-1,45628866,3,Direct persuasion,Struggling to Regulate Social Media Use
0,45628866,3,Direct persuasion,Balancing Connection and Social Media Use
-1,45628866,3,Direct persuasion,Struggling to Regulate Social Media Use
-1,45628866,3,Direct persuasion,Struggling to Regulate Social Media Use
0,45628866,3,Direct persuasion,Balancing Connection and Social Media Use
15,45628866,3,Direct persuasion,Gradual Reduction of Social Media Use
-1,45628866,3,Direct persuasion,Struggling to Regulate Social Media Use
10,45628866,3,Direct persuasion,App and Notification Use Management
-1,45628866,3,Direct persuasion,Struggling to Regulate Social Media Use
10,45628866,3,Direct persuasion,App and Notification Use Management
0,90219557,3,Direct persuasion,Balancing Connection and Social Media Use
-1,90219557,3,Direct persuasion,Struggling to Regulate Social Media Use
-1,90219557,3,Direct persuasion,Struggling to Regulate Social Media Use
-1,90219557,3,Direct persuasion,Struggling to Regulate Social Media Use
0,90219557,3,Direct persuasion,Balancing Connection and Social Media Use
4,90219557,3,Direct persuasion,Improving Focus and Productivity
3,90219557,3,Direct persuasion,Confidence in Changing Social Media Use
-1,90219557,3,Direct persuasion,Struggling to Regulate Social Media Use
19,90219557,3,Direct persuasion,Preference for Gradual Social Media Reduction
1,90219557,3,Direct persuasion,Physical Strategies to Limit Phone Use
15,90219557,3,Direct persuasion,Gradual Reduction of Social Media Use
3,90219557,3,Direct persuasion,Confidence in Changing Social Media Use
-1,90219557,3,Direct persuasion,Struggling to Regulate Social Media Use
24,90219557,3,Direct persuasion,Use of App Blockers for Control
0,40630105,3,Direct persuasion,Balancing Connection and Social Media Use
13,40630105,3,Direct persuasion,Managing YouTube Viewing Time
0,40630105,3,Direct persuasion,Balancing Connection and Social Media Use
2,40630105,3,Direct persuasion,Social Media Impact on Energy and Productivity
-1,40630105,3,Direct persuasion,Struggling to Regulate Social Media Use
-1,40630105,3,Direct persuasion,Struggling to Regulate Social Media Use
3,40630105,3,Direct persuasion,Confidence in Changing Social Media Use
-1,40630105,3,Direct persuasion,Struggling to Regulate Social Media Use
-1,40630105,3,Direct persuasion,Struggling to Regulate Social Media Use
14,40630105,3,Direct persuasion,Affirming Importance and Priority
-1,66139069,1,Change Talk,Struggling to Regulate Social Media Use
2,66139069,1,Change Talk,Social Media Impact on Energy and Productivity
-1,66139069,1,Change Talk,Struggling to Regulate Social Media Use
-1,66139069,1,Change Talk,Struggling to Regulate Social Media Use
-1,66139069,1,Change Talk,Struggling to Regulate Social Media Use
12,66139069,1,Change Talk,Explicit Confirmation of Accuracy
3,66139069,1,Change Talk,Confidence in Changing Social Media Use
3,66139069,1,Change Talk,Confidence in Changing Social Media Use
-1,66139069,1,Change Talk,Struggling to Regulate Social Media Use
2,66139069,1,Change Talk,Social Media Impact on Energy and Productivity
4,66139069,1,Change Talk,Improving Focus and Productivity
2,66139069,1,Change Talk,Social Media Impact on Energy and Productivity
-1,66139069,1,Change Talk,Struggling to Regulate Social Media Use
-1,66139069,1,Change Talk,Struggling to Regulate Social Media Use
23,66139069,1,Change Talk,Intentional Limited Social Media Checking
-1,66139069,1,Change Talk,Struggling to Regulate Social Media Use
2,82915051,1,Change Talk,Social Media Impact on Energy and Productivity
-1,82915051,1,Change Talk,Struggling to Regulate Social Media Use
5,82915051,1,Change Talk,Daily Timing of Social Media Use
2,82915051,1,Change Talk,Social Media Impact on Energy and Productivity
0,82915051,1,Change Talk,Balancing Connection and Social Media Use
-1,82915051,1,Change Talk,Struggling to Regulate Social Media Use
0,82915051,1,Change Talk,Balancing Connection and Social Media Use
4,82915051,1,Change Talk,Improving Focus and Productivity
-1,82915051,1,Change Talk,Struggling to Regulate Social Media Use
-1,82915051,1,Change Talk,Struggling to Regulate Social Media Use
9,82915051,1,Change Talk,Challenges in Sustaining Personal Change
-1,82915051,1,Change Talk,Struggling to Regulate Social Media Use
-1,82915051,1,Change Talk,Struggling to Regulate Social Media Use
6,82915051,1,Change Talk,Challenges in Changing Social Media Habits
0,64632107,1,Change Talk,Balancing Connection and Social Media Use
11,64632107,1,Change Talk,Negative Content and Ad Intrusion
0,64632107,1,Change Talk,Balancing Connection and Social Media Use
0,64632107,1,Change Talk,Balancing Connection and Social Media Use
4,64632107,1,Change Talk,Improving Focus and Productivity
0,64632107,1,Change Talk,Balancing Connection and Social Media Use
0,64632107,1,Change Talk,Balancing Connection and Social Media Use
0,64632107,1,Change Talk,Balancing Connection and Social Media Use
0,64632107,1,Change Talk,Balancing Connection and Social Media Use
9,64632107,1,Change Talk,Challenges in Sustaining Personal Change
0,64632107,1,Change Talk,Balancing Connection and Social Media Use
1,64632107,1,Change Talk,Physical Strategies to Limit Phone Use
0,64632107,1,Change Talk,Balancing Connection and Social Media Use
-1,27021599,1,Change Talk,Struggling to Regulate Social Media Use
2,27021599,1,Change Talk,Social Media Impact on Energy and Productivity
0,27021599,1,Change Talk,Balancing Connection and Social Media Use
0,27021599,1,Change Talk,Balancing Connection and Social Media Use
-1,27021599,1,Change Talk,Struggling to Regulate Social Media Use
-1,27021599,1,Change Talk,Struggling to Regulate Social Media Use
3,27021599,1,Change Talk,Confidence in Changing Social Media Use
-1,27021599,1,Change Talk,Struggling to Regulate Social Media Use
-1,27021599,1,Change Talk,Struggling to Regulate Social Media Use
3,27021599,1,Change Talk,Confidence in Changing Social Media Use
8,27021599,1,Change Talk,Self-Confidence in Behavior Change
-1,27021599,1,Change Talk,Struggling to Regulate Social Media Use
1,27021599,1,Change Talk,Physical Strategies to Limit Phone Use
4,27021599,1,Change Talk,Improving Focus and Productivity
-1,27021599,1,Change Talk,Struggling to Regulate Social Media Use
0,27021599,1,Change Talk,Balancing Connection and Social Media Use
-1,73642632,3,Direct persuasion,Struggling to Regulate Social Media Use
5,73642632,3,Direct persuasion,Daily Timing of Social Media Use
0,73642632,3,Direct persuasion,Balancing Connection and Social Media Use
-1,73642632,3,Direct persuasion,Struggling to Regulate Social Media Use
0,73642632,3,Direct persuasion,Balancing Connection and Social Media Use
4,73642632,3,Direct persuasion,Improving Focus and Productivity
0,73642632,3,Direct persuasion,Balancing Connection and Social Media Use
1,73642632,3,Direct persuasion,Physical Strategies to Limit Phone Use
1,73642632,3,Direct persuasion,Physical Strategies to Limit Phone Use
10,73642632,3,Direct persuasion,App and Notification Use Management
26,73642632,3,Direct persuasion,Boredom and Attention States
24,73642632,3,Direct persuasion,Use of App Blockers for Control
0,3014004,3,Direct persuasion,Balancing Connection and Social Media Use
4,3014004,3,Direct persuasion,Improving Focus and Productivity
0,3014004,3,Direct persuasion,Balancing Connection and Social Media Use
2,3014004,3,Direct persuasion,Social Media Impact on Energy and Productivity
-1,3014004,3,Direct persuasion,Struggling to Regulate Social Media Use
4,3014004,3,Direct persuasion,Improving Focus and Productivity
-1,3014004,3,Direct persuasion,Struggling to Regulate Social Media Use
1,3014004,3,Direct persuasion,Physical Strategies to Limit Phone Use
1,3014004,3,Direct persuasion,Physical Strategies to Limit Phone Use
22,3014004,3,Direct persuasion,Setting Limits on Phone Use
3,3014004,3,Direct persuasion,Confidence in Changing Social Media Use
7,3014004,3,Direct persuasion,Unproductive and Prolonged Scrolling
-1,3014004,3,Direct persuasion,Struggling to Regulate Social Media Use
0,75258705,3,Direct persuasion,Balancing Connection and Social Media Use
5,75258705,3,Direct persuasion,Daily Timing of Social Media Use
0,75258705,3,Direct persuasion,Balancing Connection and Social Media Use
7,75258705,3,Direct persuasion,Unproductive and Prolonged Scrolling
0,75258705,3,Direct persuasion,Balancing Connection and Social Media Use
4,75258705,3,Direct persuasion,Improving Focus and Productivity
3,75258705,3,Direct persuasion,Confidence in Changing Social Media Use
1,75258705,3,Direct persuasion,Physical Strategies to Limit Phone Use
-1,75258705,3,Direct persuasion,Struggling to Regulate Social Media Use
1,75258705,3,Direct persuasion,Physical Strategies to Limit Phone Use
7,75258705,3,Direct persuasion,Unproductive and Prolonged Scrolling
5,75258705,3,Direct persuasion,Daily Timing of Social Media Use
1,75258705,3,Direct persuasion,Physical Strategies to Limit Phone Use
0,19267826,1,Change Talk,Balancing Connection and Social Media Use
7,19267826,1,Change Talk,Unproductive and Prolonged Scrolling
5,19267826,1,Change Talk,Daily Timing of Social Media Use
2,19267826,1,Change Talk,Social Media Impact on Energy and Productivity
4,19267826,1,Change Talk,Improving Focus and Productivity
12,19267826,1,Change Talk,Explicit Confirmation of Accuracy
14,19267826,1,Change Talk,Affirming Importance and Priority
-1,19267826,1,Change Talk,Struggling to Regulate Social Media Use
3,19267826,1,Change Talk,Confidence in Changing Social Media Use
8,19267826,1,Change Talk,Self-Confidence in Behavior Change
-1,19267826,1,Change Talk,Struggling to Regulate Social Media Use
-1,62733452,1,Change Talk,Struggling to Regulate Social Media Use
2,62733452,1,Change Talk,Social Media Impact on Energy and Productivity
5,62733452,1,Change Talk,Daily Timing of Social Media Use
2,62733452,1,Change Talk,Social Media Impact on Energy and Productivity
4,62733452,1,Change Talk,Improving Focus and Productivity
-1,62733452,1,Change Talk,Struggling to Regulate Social Media Use
3,62733452,1,Change Talk,Confidence in Changing Social Media Use
-1,62733452,1,Change Talk,Struggling to Regulate Social Media Use
-1,62733452,1,Change Talk,Struggling to Regulate Social Media Use
3,62733452,1,Change Talk,Confidence in Changing Social Media Use
6,62733452,1,Change Talk,Challenges in Changing Social Media Habits
-1,62733452,1,Change Talk,Struggling to Regulate Social Media Use
9,62733452,1,Change Talk,Challenges in Sustaining Personal Change
-1,62733452,1,Change Talk,Struggling to Regulate Social Media Use
5,62733452,1,Change Talk,Daily Timing of Social Media Use
6,62733452,1,Change Talk,Challenges in Changing Social Media Habits
20,52798989,2,Ambivalence,Perceived Excessive Social Media Use
0,52798989,2,Ambivalence,Balancing Connection and Social Media Use
-1,52798989,2,Ambivalence,Struggling to Regulate Social Media Use
0,52798989,2,Ambivalence,Balancing Connection and Social Media Use
2,52798989,2,Ambivalence,Social Media Impact on Energy and Productivity
-1,52798989,2,Ambivalence,Struggling to Regulate Social Media Use
16,52798989,2,Ambivalence,Agreement with Summary Statements
0,52798989,2,Ambivalence,Balancing Connection and Social Media Use
14,52798989,2,Ambivalence,Affirming Importance and Priority
0,52798989,2,Ambivalence,Balancing Connection and Social Media Use
15,52798989,2,Ambivalence,Gradual Reduction of Social Media Use
-1,52798989,2,Ambivalence,Struggling to Regulate Social Media Use
6,52798989,2,Ambivalence,Challenges in Changing Social Media Habits
5,52798989,2,Ambivalence,Daily Timing of Social Media Use
5,52798989,2,Ambivalence,Daily Timing of Social Media Use
-1,58377344,1,Change Talk,Struggling to Regulate Social Media Use
7,58377344,1,Change Talk,Unproductive and Prolonged Scrolling
5,58377344,1,Change Talk,Daily Timing of Social Media Use
2,58377344,1,Change Talk,Social Media Impact on Energy and Productivity
4,58377344,1,Change Talk,Improving Focus and Productivity
0,58377344,1,Change Talk,Balancing Connection and Social Media Use
4,58377344,1,Change Talk,Improving Focus and Productivity
7,58377344,1,Change Talk,Unproductive and Prolonged Scrolling
6,58377344,1,Change Talk,Challenges in Changing Social Media Habits
-1,34631927,1,Change Talk,Struggling to Regulate Social Media Use
7,34631927,1,Change Talk,Unproductive and Prolonged Scrolling
-1,34631927,1,Change Talk,Struggling to Regulate Social Media Use
-1,34631927,1,Change Talk,Struggling to Regulate Social Media Use
4,34631927,1,Change Talk,Improving Focus and Productivity
14,34631927,1,Change Talk,Affirming Importance and Priority
5,34631927,1,Change Talk,Daily Timing of Social Media Use
-1,34631927,1,Change Talk,Struggling to Regulate Social Media Use
1,34631927,1,Change Talk,Physical Strategies to Limit Phone Use
2,34631927,1,Change Talk,Social Media Impact on Energy and Productivity
-1,34631927,1,Change Talk,Struggling to Regulate Social Media Use
0,34631927,1,Change Talk,Balancing Connection and Social Media Use
6,34631927,1,Change Talk,Challenges in Changing Social Media Habits
20,33088970,1,Change Talk,Perceived Excessive Social Media Use
7,33088970,1,Change Talk,Unproductive and Prolonged Scrolling
5,33088970,1,Change Talk,Daily Timing of Social Media Use
1,33088970,1,Change Talk,Physical Strategies to Limit Phone Use
4,33088970,1,Change Talk,Improving Focus and Productivity
12,33088970,1,Change Talk,Explicit Confirmation of Accuracy
2,33088970,1,Change Talk,Social Media Impact on Energy and Productivity
-1,33088970,1,Change Talk,Struggling to Regulate Social Media Use
8,33088970,1,Change Talk,Self-Confidence in Behavior Change
-1,33088970,1,Change Talk,Struggling to Regulate Social Media Use
