user_id_raw,T,number_positive_aspects,number_negative_aspects
94240376,Change Talk,5,5
94310926,Change Talk,8,8
94376496,Ambivalence,2,1
94605433,Ambivalence,6,11
94609387,Change Talk,1,4
94691430,Change Talk,1,10
94771740,Persuasion,0,7
94786798,Persuasion,3,6
94791182,Persuasion,3,1
94944846,Change Talk,0,4
94993789,Change Talk,0,7
95012235,Change Talk,0,10
95034990,Change Talk,0,5
95039003,Change Talk,6,10
95131184,Persuasion,2,2
95157157,Ambivalence,6,6
95173513,Ambivalence,4,6
95180913,Ambivalence,4,4
95256360,Change Talk,8,10
95377116,Ambivalence,4,2
95585802,Persuasion,2,1
95657064,Change Talk,3,6
95703799,Persuasion,4,5
95769145,Ambivalence,6,8
95795291,Change Talk,9,10
95803875,Ambivalence,4,3
95864008,Ambivalence,1,4
95912897,Change Talk,7,4
95918274,Change Talk,4,2
95926233,Ambivalence,5,4
95997293,Change Talk,2,2
96032283,Change Talk,4,6
96041718,Change Talk,1,9
96051423,Persuasion,2,2
96054038,Change Talk,0,8
96251466,Ambivalence,8,8
96261119,Ambivalence,6,6
96315264,Persuasion,0,2
96357707,Persuasion,10,9
96409568,Persuasion,2,10
96418737,Ambivalence,2,1
96533676,Persuasion,4,7
96540552,Ambivalence,4,6
96654138,Ambivalence,2,2
96662871,Change Talk,0,3
96714444,Ambivalence,5,4
96722414,Persuasion,2,4
96729000,Ambivalence,6,7
96769527,Persuasion,2,4
96787393,Ambivalence,4,6
96800325,Ambivalence,3,2
96899331,Ambivalence,9,7
96905193,Change Talk,0,7
96979230,Change Talk,0,6
97159036,Change Talk,0,4
97352494,Persuasion,2,5
97355055,Change Talk,5,6
97366067,Persuasion,5,7
97432233,Change Talk,2,4
97455352,Ambivalence,4,3
97611899,Change Talk,3,8
97627536,Persuasion,5,6
97728691,Persuasion,1,6
97801637,Persuasion,2,8
97900855,Persuasion,2,6
97909655,Ambivalence,3,3
97927179,Ambivalence,5,8
98012665,Change Talk,2,0
98028402,Persuasion,5,5
98075999,Change Talk,2,3
98122003,Change Talk,4,8
98142856,Persuasion,8,8
98144075,Persuasion,6,9
98161750,Persuasion,1,3
98178486,Persuasion,2,6
98207725,Change Talk,2,5
98263900,Ambivalence,2,3
98275706,Persuasion,2,9
98283318,Persuasion,3,5
98298563,Change Talk,2,7
98398411,Change Talk,6,16
98559885,Ambivalence,6,4
98657820,Change Talk,2,5
98702811,Change Talk,6,5
98864107,Change Talk,0,3
98947393,Change Talk,2,6
99021458,Persuasion,3,5
99152603,Change Talk,2,3
99196329,Persuasion,3,2
99247466,Change Talk,5,13
99360701,Persuasion,5,3
99459518,Persuasion,4,3
99651018,Ambivalence,6,2
99685016,Ambivalence,4,4
99715088,Ambivalence,3,6
99725930,Persuasion,2,2
99805913,Change Talk,3,7
99861828,Ambivalence,4,4
99864878,Ambivalence,4,2
99903037,Ambivalence,7,6
99963267,Change Talk,3,3
