user_id_raw,T,llm_strategies_openai
40300830,Ambivalence,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
40359687,Persuasion,"[""Increase Access Friction"", ""Set Rules or Goals""]"
40413035,Persuasion,"[""Modify Notifications"", ""Set Rules or Goals"", ""Replace with Other Activities"", ""Social Accountability""]"
40543436,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
40576544,Change Talk,"[""Delete or Deactivate""]"
40630105,Persuasion,"[""Delete or Deactivate"", ""Set Rules or Goals""]"
40630400,Ambivalence,"[""Delete or Deactivate"", ""Set Rules or Goals""]"
40699425,Ambivalence,"[""Set Rules or Goals""]"
40732288,Change Talk,"[""Physical Separation"", ""Set Rules or Goals"", ""Social Accountability""]"
40749163,Persuasion,"[""Built-in Tracking/Restriction"", ""Reduce Overall Phone Use"", ""Set Rules or Goals""]"
40750016,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals"", ""Social Accountability""]"
40768241,Persuasion,"[""Built-in Tracking/Restriction"", ""Reduce Overall Phone Use"", ""Set Rules or Goals""]"
40787974,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
40863339,Change Talk,"[""Modify Notifications"", ""Set Rules or Goals""]"
40865353,Persuasion,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
40893802,Change Talk,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
40966815,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
41089649,Change Talk,"[""Physical Separation"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
41244024,Ambivalence,[]
41333731,Ambivalence,"[""Delete or Deactivate""]"
41433028,Change Talk,[]
41483135,Persuasion,"[""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
41493111,Persuasion,"[""Built-in Tracking/Restriction"", ""Physical Separation"", ""Set Rules or Goals""]"
41496997,Change Talk,"[""Replace with Other Activities"", ""Social Accountability""]"
41523008,Ambivalence,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
41688651,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
41700157,Change Talk,"[""Set Rules or Goals"", ""Willpower and Discipline""]"
41716591,Persuasion,[]
41750532,Persuasion,"[""Built-in Tracking/Restriction"", ""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
41801436,Change Talk,"[""Reduce Overall Phone Use"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
41921672,Ambivalence,"[""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
41952487,Persuasion,"[""Delete or Deactivate"", ""Set Rules or Goals"", ""Increase Access Friction""]"
41990411,Change Talk,"[""Delete or Deactivate"", ""Replace with Other Activities""]"
42033947,Ambivalence,"[""Set Rules or Goals""]"
42063387,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
42074756,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
42157027,Ambivalence,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
42167271,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
42193099,Ambivalence,"[""Set Rules or Goals""]"
42272933,Persuasion,"[""Built-in Tracking/Restriction"", ""Curate Feed/Content"", ""Set Rules or Goals""]"
42448000,Change Talk,"[""Replace with Other Activities""]"
42448212,Ambivalence,"[""Physical Separation"", ""Set Rules or Goals""]"
42470155,Change Talk,"[""Replace with Other Activities"", ""Willpower and Discipline""]"
42510134,Change Talk,[]
42588090,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
42677266,Persuasion,"[""Built-in Tracking/Restriction"", ""Willpower and Discipline""]"
42690260,Ambivalence,"[""Physical Separation"", ""Reduce Overall Phone Use"", ""Set Rules or Goals""]"
42715019,Ambivalence,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
42806693,Change Talk,"[""Replace with Other Activities""]"
42878233,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
42886514,Change Talk,"[""Willpower and Discipline""]"
42890298,Change Talk,"[""Set Rules or Goals""]"
42891013,Change Talk,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
42988984,Persuasion,"[""Willpower and Discipline"", ""Set Rules or Goals""]"
43009377,Change Talk,[]
43043476,Persuasion,"[""Delete or Deactivate""]"
43088475,Ambivalence,"[""Delete or Deactivate"", ""Third-Party Blocker"", ""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
43140018,Ambivalence,"[""Delete or Deactivate"", ""Set Rules or Goals""]"
43340022,Change Talk,"[""Replace with Other Activities"", ""Willpower and Discipline""]"
43370502,Persuasion,"[""Set Rules or Goals""]"
43379350,Ambivalence,"[""Replace with Other Activities"", ""Willpower and Discipline""]"
43428379,Ambivalence,"[""Physical Separation"", ""Reduce Overall Phone Use"", ""Set Rules or Goals""]"
43709196,Persuasion,"[""Set Rules or Goals""]"
43726957,Change Talk,"[""Physical Separation"", ""Replace with Other Activities""]"
43784001,Persuasion,"[""Built-in Tracking/Restriction"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
43806862,Ambivalence,"[""Physical Separation"", ""Willpower and Discipline""]"
43856286,Ambivalence,"[""Replace with Other Activities""]"
43911204,Persuasion,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
43936247,Ambivalence,"[""Physical Separation"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
44064032,Ambivalence,"[""Set Rules or Goals"", ""Willpower and Discipline""]"
44176472,Persuasion,"[""Increase Access Friction"", ""Delete or Deactivate"", ""Set Rules or Goals""]"
44363234,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
44514067,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
44527883,Persuasion,"[""Delete or Deactivate"", ""Physical Separation"", ""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
44605682,Change Talk,"[""Physical Separation"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
44608841,Ambivalence,"[""Physical Separation"", ""Set Rules or Goals""]"
44648579,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
44669101,Ambivalence,"[""Delete or Deactivate"", ""Set Rules or Goals""]"
44788258,Ambivalence,"[""Physical Separation""]"
44878546,Ambivalence,"[""Reduce Overall Phone Use"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
44957003,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
45007794,Persuasion,"[""Physical Separation"", ""Set Rules or Goals""]"
45015620,Change Talk,"[""Set Rules or Goals""]"
45066005,Persuasion,"[""Built-in Tracking/Restriction"", ""Physical Separation"", ""Set Rules or Goals""]"
45165333,Persuasion,"[""Physical Separation"", ""Set Rules or Goals""]"
45435345,Persuasion,"[""Built-in Tracking/Restriction"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
45583339,Change Talk,"[""Replace with Other Activities""]"
45628866,Persuasion,"[""Delete or Deactivate""]"
45651852,Persuasion,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
45741223,Change Talk,"[""Physical Separation"", ""Reduce Overall Phone Use"", ""Set Rules or Goals"", ""Social Accountability""]"
45799149,Ambivalence,"[""Set Rules or Goals"", ""Willpower and Discipline""]"
45859836,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
45862536,Ambivalence,"[""Delete or Deactivate""]"
46026559,Persuasion,"[""Reduce Overall Phone Use"", ""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
46043937,Persuasion,"[""Built-in Tracking/Restriction"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
46045109,Ambivalence,"[""Set Rules or Goals""]"
46086029,Persuasion,"[""Set Rules or Goals"", ""Willpower and Discipline""]"
46112183,Ambivalence,"[""Delete or Deactivate"", ""Willpower and Discipline""]"
46210656,Ambivalence,"[""Delete or Deactivate"", ""Increase Access Friction""]"
46303700,Persuasion,"[""Delete or Deactivate"", ""Set Rules or Goals"", ""Physical Separation"", ""Willpower and Discipline""]"
46444557,Change Talk,"[""Set Rules or Goals"", ""Willpower and Discipline""]"
46531114,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
46640312,Ambivalence,"[""Replace with Other Activities""]"
46650158,Ambivalence,"[""Built-in Tracking/Restriction""]"
46845498,Persuasion,"[""Third-Party Blocker"", ""Set Rules or Goals""]"
46945630,Change Talk,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
46979198,Ambivalence,"[""Replace with Other Activities""]"
47107307,Ambivalence,"[""Physical Separation"", ""Reduce Overall Phone Use"", ""Set Rules or Goals""]"
47149639,Ambivalence,"[""Set Rules or Goals"", ""Willpower and Discipline""]"
47150011,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
47280827,Change Talk,"[""Curate Feed/Content""]"
47359529,Ambivalence,"[""Set Rules or Goals""]"
47359682,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
47432401,Change Talk,"[""Physical Separation"", ""Reduce Overall Phone Use"", ""Replace with Other Activities"", ""Set Rules or Goals"", ""Social Accountability""]"
47536665,Ambivalence,"[""Curate Feed/Content"", ""Delete or Deactivate"", ""Set Rules or Goals""]"
47585476,Persuasion,"[""Modify Notifications"", ""Replace with Other Activities""]"
47586770,Persuasion,"[""Built-in Tracking/Restriction"", ""Increase Access Friction"", ""Physical Separation"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
47639915,Persuasion,"[""Physical Separation"", ""Reduce Overall Phone Use"", ""Replace with Other Activities"", ""Willpower and Discipline""]"
47651519,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
47707699,Change Talk,"[""Delete or Deactivate"", ""Willpower and Discipline""]"
47710161,Change Talk,"[""Replace with Other Activities""]"
47753200,Change Talk,"[""Replace with Other Activities""]"
47784996,Persuasion,"[""Set Rules or Goals""]"
47797215,Ambivalence,"[""Delete or Deactivate""]"
47806422,Ambivalence,"[""Physical Separation"", ""Set Rules or Goals""]"
48023283,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
48025053,Persuasion,"[""Built-in Tracking/Restriction"", ""Delete or Deactivate"", ""Set Rules or Goals"", ""Third-Party Blocker"", ""Willpower and Discipline""]"
48039501,Ambivalence,"[""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
48091499,Persuasion,"[""Set Rules or Goals""]"
48096562,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
48165696,Ambivalence,"[""Set Rules or Goals"", ""Willpower and Discipline""]"
48172874,Change Talk,"[""Set Rules or Goals""]"
48181409,Persuasion,"[""Set Rules or Goals"", ""Social Accountability""]"
48279129,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
48286667,Change Talk,"[""Increase Access Friction"", ""Reduce Overall Phone Use"", ""Willpower and Discipline""]"
48375917,Ambivalence,"[""Delete or Deactivate""]"
48397989,Persuasion,"[""Set Rules or Goals""]"
48400297,Persuasion,"[""Reduce Overall Phone Use"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
48411036,Ambivalence,"[""Set Rules or Goals"", ""Willpower and Discipline""]"
48509285,Persuasion,"[""Set Rules or Goals""]"
48526698,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
48568070,Ambivalence,"[""Set Rules or Goals"", ""Willpower and Discipline""]"
48581192,Ambivalence,"[""Built-in Tracking/Restriction"", ""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
48587745,Change Talk,"[""Built-in Tracking/Restriction"", ""Physical Separation"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
48800951,Change Talk,[]
48859169,Change Talk,"[""Built-in Tracking/Restriction"", ""Delete or Deactivate"", ""Willpower and Discipline""]"
49108961,Change Talk,"[""Reduce Overall Phone Use"", ""Replace with Other Activities""]"
49129094,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
49174608,Persuasion,"[""Built-in Tracking/Restriction"", ""Curate Feed/Content"", ""Set Rules or Goals""]"
49358880,Ambivalence,[]
49367711,Change Talk,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
49502137,Ambivalence,"[""Modify Notifications""]"
49516810,Ambivalence,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
49602034,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
49637726,Ambivalence,"[""Physical Separation"", ""Reduce Overall Phone Use""]"
49661123,Persuasion,"[""Set Rules or Goals"", ""Physical Separation"", ""Reduce Overall Phone Use""]"
49751917,Change Talk,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
49800864,Ambivalence,"[""Set Rules or Goals"", ""Replace with Other Activities""]"
49935902,Persuasion,"[""Set Rules or Goals"", ""Willpower and Discipline""]"
49996190,Persuasion,"[""Set Rules or Goals""]"
50038044,Change Talk,"[""Physical Separation""]"
50040810,Persuasion,"[""Set Rules or Goals""]"
50093772,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals"", ""Third-Party Blocker"", ""Willpower and Discipline""]"
50137937,Change Talk,"[""Physical Separation"", ""Willpower and Discipline""]"
50386992,Ambivalence,"[""Delete or Deactivate"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
50469412,Persuasion,"[""Built-in Tracking/Restriction"", ""Reduce Overall Phone Use"", ""Set Rules or Goals""]"
50549216,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
50562358,Persuasion,"[""Willpower and Discipline""]"
50702181,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals"", ""Social Accountability""]"
50703913,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
50748870,Change Talk,"[""Set Rules or Goals""]"
50909259,Ambivalence,[]
50930583,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
50952297,Change Talk,"[""Built-in Tracking/Restriction"", ""Physical Separation"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
50962492,Ambivalence,"[""Delete or Deactivate"", ""Increase Access Friction"", ""Willpower and Discipline""]"
51005130,Change Talk,"[""Set Rules or Goals"", ""Willpower and Discipline""]"
51140144,Persuasion,"[""Set Rules or Goals""]"
51199141,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
51285202,Persuasion,"[""Third-Party Blocker"", ""Set Rules or Goals""]"
51399394,Ambivalence,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals"", ""Third-Party Blocker"", ""Willpower and Discipline""]"
51407570,Ambivalence,"[""Set Rules or Goals""]"
51414187,Persuasion,"[""Set Rules or Goals""]"
51579874,Ambivalence,"[""Built-in Tracking/Restriction"", ""Physical Separation"", ""Set Rules or Goals""]"
51605810,Ambivalence,"[""Reduce Overall Phone Use"", ""Set Rules or Goals""]"
51656142,Ambivalence,"[""Built-in Tracking/Restriction"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
51677639,Persuasion,"[""Physical Separation"", ""Set Rules or Goals""]"
51703577,Ambivalence,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals"", ""Replace with Other Activities""]"
51732995,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
51746472,Persuasion,"[""Built-in Tracking/Restriction"", ""Physical Separation"", ""Set Rules or Goals""]"
51788745,Ambivalence,"[""Set Rules or Goals""]"
51862378,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
51875318,Change Talk,"[""Replace with Other Activities"", ""Social Accountability"", ""Willpower and Discipline""]"
51944304,Ambivalence,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
52055478,Persuasion,"[""Built-in Tracking/Restriction"", ""Curate Feed/Content"", ""Modify Notifications"", ""Set Rules or Goals""]"
52108006,Ambivalence,[]
52339792,Persuasion,"[""Set Rules or Goals"", ""Replace with Other Activities""]"
52365455,Persuasion,"[""Built-in Tracking/Restriction"", ""Delete or Deactivate"", ""Set Rules or Goals""]"
52366006,Persuasion,"[""Built-in Tracking/Restriction"", ""Physical Separation"", ""Reduce Overall Phone Use"", ""Set Rules or Goals""]"
52427303,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
52461778,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
52482550,Ambivalence,"[""Delete or Deactivate"", ""Willpower and Discipline""]"
52520973,Change Talk,"[""Physical Separation"", ""Set Rules or Goals"", ""Replace with Other Activities"", ""Willpower and Discipline""]"
52596039,Persuasion,"[""Modify Notifications"", ""Reduce Overall Phone Use"", ""Replace with Other Activities"", ""Set Rules or Goals"", ""Curate Feed/Content"", ""Willpower and Discipline""]"
52678705,Ambivalence,"[""Curate Feed/Content"", ""Set Rules or Goals""]"
52719743,Ambivalence,"[""Built-in Tracking/Restriction"", ""Physical Separation"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
52735233,Change Talk,"[""Replace with Other Activities""]"
52794429,Ambivalence,"[""Set Rules or Goals""]"
52798989,Ambivalence,"[""Replace with Other Activities""]"
52835836,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
52929364,Persuasion,"[""Built-in Tracking/Restriction"", ""Curate Feed/Content"", ""Set Rules or Goals""]"
53006592,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
53019459,Change Talk,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
53252042,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
53261304,Ambivalence,"[""Physical Separation"", ""Reduce Overall Phone Use"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
53373219,Change Talk,"[""Physical Separation"", ""Modify Notifications"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
53383731,Change Talk,"[""Built-in Tracking/Restriction"", ""Modify Notifications"", ""Physical Separation"", ""Set Rules or Goals""]"
53536963,Change Talk,[]
53547764,Persuasion,"[""Replace with Other Activities"", ""Reduce Overall Phone Use"", ""Set Rules or Goals""]"
53570745,Change Talk,"[""Set Rules or Goals"", ""Replace with Other Activities""]"
53657696,Change Talk,"[""Physical Separation"", ""Replace with Other Activities""]"
53698604,Change Talk,"[""Delete or Deactivate"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
53785978,Ambivalence,"[""Physical Separation"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
53849763,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
53877090,Persuasion,"[""Set Rules or Goals""]"
53898552,Ambivalence,"[""Set Rules or Goals""]"
53968073,Change Talk,"[""Replace with Other Activities""]"
53981358,Ambivalence,"[""Delete or Deactivate""]"
53985606,Persuasion,"[""Set Rules or Goals""]"
54163948,Ambivalence,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
54183115,Persuasion,"[""Delete or Deactivate"", ""Set Rules or Goals"", ""Reduce Overall Phone Use"", ""Replace with Other Activities""]"
54195277,Persuasion,"[""Modify Notifications"", ""Set Rules or Goals"", ""Replace with Other Activities""]"
54239954,Persuasion,"[""Modify Notifications"", ""Physical Separation"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
54279681,Persuasion,"[""Modify Notifications"", ""Physical Separation"", ""Reduce Overall Phone Use"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
54309977,Persuasion,"[""Delete or Deactivate"", ""Set Rules or Goals""]"
54335634,Persuasion,"[""Built-in Tracking/Restriction"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
54348040,Persuasion,"[""Set Rules or Goals""]"
54348690,Change Talk,"[""Willpower and Discipline"", ""Replace with Other Activities"", ""Reduce Overall Phone Use""]"
54406469,Ambivalence,"[""Willpower and Discipline""]"
54466784,Persuasion,"[""Reduce Overall Phone Use"", ""Set Rules or Goals""]"
54481462,Change Talk,[]
54821071,Ambivalence,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
54874902,Change Talk,"[""Willpower and Discipline""]"
54978132,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
55097489,Persuasion,"[""Increase Access Friction"", ""Set Rules or Goals""]"
55109090,Change Talk,"[""Delete or Deactivate"", ""Physical Separation""]"
55272599,Ambivalence,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
55285855,Persuasion,"[""Built-in Tracking/Restriction"", ""Third-Party Blocker""]"
55376290,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
55417609,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
55423294,Ambivalence,"[""Delete or Deactivate"", ""Increase Access Friction"", ""Set Rules or Goals""]"
55430988,Ambivalence,"[""Physical Separation"", ""Increase Access Friction"", ""Willpower and Discipline""]"
55465565,Ambivalence,"[""Set Rules or Goals""]"
55529842,Persuasion,[]
55747636,Change Talk,"[""Built-in Tracking/Restriction"", ""Replace with Other Activities"", ""Set Rules or Goals"", ""Social Accountability"", ""Willpower and Discipline""]"
55751506,Persuasion,"[""Built-in Tracking/Restriction"", ""Physical Separation"", ""Set Rules or Goals""]"
55788479,Persuasion,"[""Third-Party Blocker"", ""Set Rules or Goals""]"
55814604,Ambivalence,"[""Physical Separation"", ""Replace with Other Activities""]"
55895010,Persuasion,"[""Modify Notifications"", ""Reduce Overall Phone Use"", ""Set Rules or Goals""]"
55913160,Change Talk,"[""Replace with Other Activities"", ""Willpower and Discipline""]"
56010960,Ambivalence,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
56085656,Persuasion,"[""Delete or Deactivate"", ""Built-in Tracking/Restriction"", ""Set Rules or Goals"", ""Replace with Other Activities""]"
56177768,Change Talk,"[""Set Rules or Goals"", ""Willpower and Discipline""]"
56348509,Ambivalence,"[""Reduce Overall Phone Use"", ""Replace with Other Activities""]"
56634874,Change Talk,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
56721237,Persuasion,"[""Physical Separation"", ""Reduce Overall Phone Use""]"
56783020,Persuasion,"[""Built-in Tracking/Restriction"", ""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
56942487,Ambivalence,"[""Set Rules or Goals""]"
57054209,Ambivalence,"[""Physical Separation""]"
57054799,Persuasion,"[""Physical Separation"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
57190978,Persuasion,"[""Physical Separation""]"
57301789,Persuasion,"[""Set Rules or Goals"", ""Third-Party Blocker""]"
57335236,Change Talk,"[""Replace with Other Activities""]"
57355260,Ambivalence,"[""Set Rules or Goals""]"
57450874,Change Talk,"[""Built-in Tracking/Restriction"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
57508376,Ambivalence,"[""Replace with Other Activities""]"
57532963,Ambivalence,"[""Replace with Other Activities""]"
57605160,Persuasion,"[""Built-in Tracking/Restriction"", ""Reduce Overall Phone Use"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
57624918,Persuasion,"[""Built-in Tracking/Restriction"", ""Modify Notifications"", ""Physical Separation"", ""Reduce Overall Phone Use"", ""Set Rules or Goals"", ""Social Accountability""]"
57675857,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals"", ""Reduce Overall Phone Use"", ""Replace with Other Activities""]"
57678645,Persuasion,"[""Delete or Deactivate"", ""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
57766650,Persuasion,"[""Set Rules or Goals""]"
57779293,Persuasion,"[""Built-in Tracking/Restriction"", ""Curate Feed/Content"", ""Set Rules or Goals"", ""Social Accountability""]"
57881074,Persuasion,"[""Built-in Tracking/Restriction"", ""Physical Separation"", ""Reduce Overall Phone Use"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
57930699,Change Talk,[]
57956762,Persuasion,"[""Built-in Tracking/Restriction"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
57970636,Change Talk,"[""Delete or Deactivate"", ""Curate Feed/Content"", ""Set Rules or Goals""]"
57994696,Persuasion,"[""Modify Notifications"", ""Physical Separation"", ""Set Rules or Goals""]"
58008852,Ambivalence,"[""Willpower and Discipline""]"
58049763,Change Talk,"[""Set Rules or Goals"", ""Willpower and Discipline""]"
58166503,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
58192543,Persuasion,"[""Delete or Deactivate"", ""Increase Access Friction"", ""Willpower and Discipline""]"
58261374,Persuasion,"[""Built-in Tracking/Restriction"", ""Delete or Deactivate"", ""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
58289556,Ambivalence,"[""Set Rules or Goals"", ""Replace with Other Activities""]"
58300048,Ambivalence,"[""Physical Separation""]"
58391092,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
58448259,Change Talk,"[""Set Rules or Goals"", ""Replace with Other Activities"", ""Willpower and Discipline""]"
58543845,Ambivalence,"[""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
58615788,Change Talk,"[""Physical Separation"", ""Increase Access Friction"", ""Replace with Other Activities"", ""Set Rules or Goals"", ""Social Accountability"", ""Willpower and Discipline""]"
58694830,Change Talk,"[""Delete or Deactivate""]"
58698686,Change Talk,"[""Replace with Other Activities""]"
58841972,Change Talk,"[""Physical Separation"", ""Willpower and Discipline""]"
59028410,Change Talk,"[""Physical Separation"", ""Replace with Other Activities""]"
59030228,Persuasion,"[""Physical Separation"", ""Replace with Other Activities""]"
59129265,Persuasion,"[""Built-in Tracking/Restriction"", ""Modify Notifications"", ""Physical Separation"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
59284920,Persuasion,"[""Built-in Tracking/Restriction"", ""Physical Separation"", ""Reduce Overall Phone Use"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
59292319,Change Talk,"[""Set Rules or Goals"", ""Willpower and Discipline""]"
59353154,Persuasion,"[""Physical Separation"", ""Reduce Overall Phone Use"", ""Replace with Other Activities"", ""Set Rules or Goals"", ""Social Accountability"", ""Willpower and Discipline""]"
59365488,Change Talk,"[""Delete or Deactivate"", ""Set Rules or Goals""]"
59408108,Ambivalence,"[""Built-in Tracking/Restriction""]"
59509013,Ambivalence,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
59541160,Persuasion,"[""Reduce Overall Phone Use"", ""Replace with Other Activities"", ""Willpower and Discipline""]"
59615859,Ambivalence,"[""Third-Party Blocker"", ""Set Rules or Goals""]"
59637277,Ambivalence,"[""Delete or Deactivate"", ""Replace with Other Activities""]"
59708063,Change Talk,"[""Physical Separation"", ""Replace with Other Activities"", ""Willpower and Discipline""]"
59723800,Change Talk,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
59734126,Persuasion,"[""Delete or Deactivate"", ""Set Rules or Goals"", ""Willpower and Discipline"", ""Reduce Overall Phone Use""]"
59750951,Persuasion,"[""Built-in Tracking/Restriction"", ""Reduce Overall Phone Use"", ""Set Rules or Goals""]"
59760382,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
59893995,Ambivalence,"[""Built-in Tracking/Restriction"", ""Delete or Deactivate"", ""Set Rules or Goals""]"
59915806,Change Talk,"[""Built-in Tracking/Restriction"", ""Delete or Deactivate"", ""Set Rules or Goals""]"
59965801,Persuasion,"[""Reduce Overall Phone Use""]"
60090130,Persuasion,"[""Set Rules or Goals""]"
60093156,Ambivalence,"[""Physical Separation""]"
60152047,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
